subject,jp,kana,meaning,hits,exams,own_hits,own_exams,stem,stem_hits,stem_exams
senmon,借地権者,しゃくちけんしゃ,(tá địa quyền giả) người có quyền thuê đất (người đi thuê đất),1,1,1,1,,0,0
senmon,借家権者,しゃくやけんしゃ,(tá gia quyền giả) người có quyền thuê nhà (người đi thuê nhà),1,1,1,1,,0,0
senmon,絡み,からみ,"(Lạc) Sự kết nối, liên quan",1,1,1,1,,0,0
senmon,廃道,はいどう,(Phế đạo) Con đường bỏ hoang,1,1,1,1,,0,0
senmon,需要,じゅよう,(Nhu yếu) Nhu cầu,24,11,16,5,,0,0
senmon,街路,がいろ,(Nhai lộ) Đường phố,4,3,4,3,,0,0
senmon,秋期,しゅうき,(Thu kì) mùa thu,1,1,1,1,,0,0
senmon,一斉,いっせい,"(Nhất tế) Cùng một lúc, đồng thanh, đồng loạt",4,2,2,1,,0,0
senmon,時系列,じけいれつ,(thì hệ liệt) Thứ tự theo thời gian,1,1,1,1,,0,0
senmon,抽出,ちゅうしゅつ,"(trừu xuất) trích ra,chiết xuất",7,5,5,3,,0,0
senmon,京阪神,けいはんしん,(kinh phản thần) Kyoto-osaka-kobe,1,1,1,1,,0,0
senmon,形成,けいせい,(Hình thành) Sự hình thành,138,33,76,10,,0,0
senmon,迫る,せまる,"(bách) đến gần, tiến sát; thúc ép, giục",3,3,2,2,,0,0
senmon,潮流,ちょうりゅう,(triều lưu) Dòng nước biển,6,4,5,3,,0,0
senmon,抜本的,ばっぽんてき,"(Bạt bổn đích) Quyết liệt, căn bản",2,2,2,2,,0,0
senmon,東北,とうほく,( đông bắc) Vùng sáu tỉnh phía bắc Honshu,7,4,7,4,,0,0
senmon,首都,しゅと,"(Thủ đô) thủ đô, kinh đô",7,4,7,4,,0,0
senmon,北陸,ほくりく,"(bắc lục) vùng Hokuriku, ven biển Nhật Bản phía tây bắc đảo Honshu (Niigata, Toyama, Ishikawa, Fukui)",4,2,4,2,,0,0
senmon,九州,きゅうしゅう,"(cửu châu) Kyushu, đảo lớn phía tây nam Nhật Bản",5,3,4,2,,0,0
senmon,沖縄,おきなわ,"(trùng thằng) Okinawa, tỉnh cực nam Nhật Bản",6,2,6,2,,0,0
senmon,策定,さくてい,"(sách định) xác lập, vẽ ra kế hoạch",70,26,36,9,,0,0
senmon,聴取,ちょうしゅ,"(thính thủ) nghe, thu thập ý kiến",3,3,3,3,,0,0
senmon,経て,へて,"(kinh) kinh qua, trải qua",9,8,2,2,,0,0
senmon,閣議,かくぎ,(các nghị) hội nghị nội các,9,9,4,4,,0,0
senmon,非圧縮,ひあっしゅく,"(phi áp súc) không nén được, bất khả nén",8,7,6,5,,0,0
senmon,流体,りゅうたい,(lưu thể) chất lưu (chất lỏng và chất khí),20,13,17,10,,0,0
senmon,狭窄,きょうさく,"(hiệp trách) sự thu hẹp, co hẹp",2,2,2,2,,0,0
senmon,管路,かんろ,"(quản lộ) đường ống, tuyến ống",62,11,60,10,,0,0
senmon,水頭,すいとう,(thủy đầu) cột nước (thủy lực),127,11,127,11,,0,0
senmon,動水勾配,どうすいこうばい,"(động thủy câu phối) độ dốc thủy lực, gradient thủy lực",21,9,21,9,,0,0
senmon,局所損失,きょくしょそんしつ,(cục sở tổn thất) tổn thất cục bộ (thủy lực),10,3,10,3,,0,0
senmon,常流,じょうりゅう,"(thường lưu) dòng êm, dòng chảy dưới phân giới (Fr<1)",33,11,33,11,,0,0
senmon,射流,しゃりゅう,"(xạ lưu) dòng xiết, dòng chảy trên phân giới (Fr>1)",23,8,23,8,,0,0
senmon,限界流,げんかいりゅう,(hạn giới lưu) dòng phân giới (Fr=1),6,6,6,6,,0,0
senmon,緩い,ゆるい,"(hoãn) thoải, lỏng, không chặt",7,5,7,5,,0,0
senmon,等流,とうりゅう,(đẳng lưu) dòng đều (độ sâu và vận tốc không đổi dọc dòng),14,5,14,5,,0,0
senmon,漸近,ぜんきん,(tiệm cận) tiệm cận,6,4,3,2,,0,0
senmon,粗度,そど,"(thô độ) độ nhám, độ gồ ghề",15,8,15,8,,0,0
senmon,土砂,どしゃ,"(thổ sa) đất cát, bùn cát",108,12,103,11,,0,0
senmon,流砂,りゅうさ,"(lưu sa) cát chảy, dòng bùn cát",16,7,16,7,,0,0
senmon,安息,あんそく,(an tức) nghỉ ngơi; 安息角 = góc nghỉ của đất,4,4,4,4,,0,0
senmon,湾曲,わんきょく,"(loan khúc) cong, uốn cong",5,2,5,2,,0,0
senmon,護岸,ごがん,(hộ ngạn) kè bảo vệ bờ,45,8,45,8,,0,0
senmon,潮汐,ちょうせき,thủy triều,4,3,2,2,,0,0
senmon,防潮堤,ぼうちょうてい,(phòng triều đê) đê chắn sóng triều,3,3,3,3,,0,0
senmon,水門,すいもん,"(thủy môn) cống, cửa van điều tiết nước",4,3,4,3,,0,0
senmon,堤防,ていぼう,(đê phòng) đê,102,12,101,11,,0,0
senmon,外郭,がいかく,(ngoại quách) vòng ngoài; 外郭施設 = công trình bảo vệ ngoài của cảng,9,5,9,5,,0,0
senmon,閉塞,へいそく,"(bế tắc) tắc nghẽn, bít kín",3,3,3,3,,0,0
senmon,要配慮者,ようはいりょしゃ,"(yếu phối lự giả) người cần được quan tâm đặc biệt khi thiên tai (người già, khuyết tật...)",1,1,1,1,,0,0
senmon,土壌,どじょう,"(thổ nhưỡng) thổ nhưỡng, đất trồng",15,9,7,4,,0,0
senmon,積算,せきさん,"(tích toán) dự toán, tính tổng cộng dồn",2,2,2,2,,0,0
senmon,蓋然性,がいぜんせい,"(cái nhiên tính) tính xác suất, khả năng xảy ra",1,1,1,1,,0,0
senmon,地産地消,ちさんちしょう,"(địa sản địa tiêu) sản xuất tại chỗ, tiêu thụ tại chỗ",2,2,2,2,,0,0
senmon,喪失,そうしつ,"(táng thất) mất, đánh mất",3,3,2,2,,0,0
senmon,昼夜,ちゅうや,(trú dạ) ngày đêm,7,4,7,4,,0,0
senmon,遜色,そんしょく,(tốn sắc) sự thua kém; 遜色ない = không thua kém,2,1,2,1,,0,0
senmon,鍵,かぎ,(kiện) chìa khóa; yếu tố then chốt,26,8,2,2,,0,0
senmon,枯渇,こかつ,(khô kiệt) cạn kiệt,3,3,2,2,,0,0
senmon,掘削,くっさく,"(quật tước) đào, khai đào",62,13,59,11,,0,0
senmon,包蔵,ほうぞう,"(bao tàng) hàm chứa, tiềm tàng; 包蔵水力 = tiềm năng thủy điện",2,2,2,2,,0,0
senmon,取水口,しゅすいこう,(thủ thủy khẩu) cửa lấy nước,18,7,18,7,,0,0
senmon,漂流物,ひょうりゅうぶつ,(phiêu lưu vật) vật trôi dạt,2,2,2,2,,0,0
senmon,屈曲,くっきょく,"(khuất khúc) gấp khúc, uốn khúc",5,4,5,4,,0,0
senmon,舗装,ほそう,"(phô trang) mặt đường, lát mặt đường",82,8,82,8,,0,0
senmon,勘案,かんあん,"(khám án) cân nhắc, xem xét tổng hợp",8,7,7,6,,0,0
senmon,雨水,うすい,(vũ thủy) nước mưa,9,8,8,7,,0,0
senmon,円滑,えんかつ,"(viên hoạt) trôi chảy, suôn sẻ",12,11,9,8,,0,0
senmon,値,あたい,"(trị) giá trị, trị số",511,42,119,11,,0,0
senmon,供用,きょうよう,"(cung dụng) đưa vào sử dụng, khai thác (công trình)",6,6,5,5,,0,0
senmon,塑性,そせい,(tố tính) tính dẻo,57,16,40,10,,0,0
senmon,修繕,しゅうぜん,"(tu thiện) sửa chữa, tu sửa",14,8,5,4,,0,0
senmon,軌道,きどう,"(quỹ đạo) đường ray, quỹ đạo",64,12,62,11,,0,0
senmon,逓減,ていげん,(đệ giảm) giảm dần,6,3,6,3,,0,0
senmon,芯材,しんざい,"(tâm tài) vật liệu lõi, lõi (kết cấu)",3,2,3,2,,0,0
senmon,区域,くいき,"(khu vực) khu vực, vùng",161,10,161,10,,0,0
senmon,指定,してい,(chỉ định) chỉ định,51,21,39,10,,0,0
senmon,国土交通大臣,こくどこうつうだいじん,"(quốc thổ giao thông đại thần) Bộ trưởng Bộ Đất đai, Hạ tầng, Giao thông (Nhật)",11,4,11,4,,0,0
senmon,協議,きょうぎ,"(hiệp nghị) bàn bạc, hiệp thương",11,4,9,3,,0,0
senmon,区域外,くいきがい,(khu vực ngoại) ngoài khu vực,5,3,5,3,,0,0
senmon,市街地,しがいち,"(thị nhai địa) khu đô thị, khu phố xá",48,11,48,11,,0,0
senmon,変換,へんかん,"(biến hoán) chuyển đổi, biến đổi",42,22,14,7,,0,0
senmon,所有権者,しょゆうけんしゃ,"(sở hữu quyền giả) người có quyền sở hữu, chủ sở hữu",1,1,1,1,,0,0
senmon,建物,たてもの,"tòa nhà, công trình kiến trúc",18,12,8,5,,0,0
senmon,借家,しゃくや,(tá gia) nhà thuê,1,1,1,1,,0,0
senmon,地権者,ちけんしゃ,"(địa quyền giả) người có quyền về đất (chủ đất, người thuê đất)",5,4,5,4,,0,0
senmon,絡み合う,からみあう,"đan xen, quấn quyện vào nhau (nhiều yếu tố liên quan chằng chịt)",0,0,0,0,絡み合,1,1
senmon,区画整理,くかくせいり,"(khu hoạch chỉnh lý) chỉnh trang, điều chỉnh lại các lô đất",18,5,18,5,,0,0
senmon,手法,しゅほう,"(thủ pháp) phương pháp, thủ pháp",83,34,31,11,,0,0
senmon,換地処分,かんちしょぶん,(hoán địa xử phân) xử lý hoán đổi đất (trong chỉnh trang lô đất),0,0,0,0,,0,0
senmon,密集,みっしゅう,"(mật tập) dày đặc, tập trung đông đúc",3,3,2,2,,0,0
senmon,取り壊し,とりこわし,phá dỡ (công trình),2,2,2,2,取り壊,2,2
senmon,細街路,さいがいろ,"(tế nhai lộ) đường phố hẹp, ngõ nhỏ",1,1,1,1,,0,0
senmon,起終点,きしゅうてん,(khởi chung điểm) điểm đầu và điểm cuối (tuyến đường),3,3,3,3,,0,0
senmon,総合的,そうごうてき,"(tổng hợp đích) mang tính tổng hợp, toàn diện",31,22,13,7,,0,0
senmon,視点,してん,"(thị điểm) góc nhìn, quan điểm",10,7,1,1,,0,0
senmon,特性,とくせい,"đặc trưng, đặc tính",72,33,39,11,,0,0
senmon,横断的,おうだんてき,"(hoành đoạn đích) mang tính liên ngành, xuyên suốt các lĩnh vực",4,4,1,1,,0,0
senmon,把握,はあく,"(bả ác) nắm bắt, nắm rõ",27,13,15,6,,0,0
senmon,規模別,きぼべつ,(quy mô biệt) phân theo quy mô,1,1,1,1,,0,0
senmon,流動,りゅうどう,"(lưu động) sự lưu động, dịch chuyển",20,10,13,7,,0,0
senmon,実態,じったい,"(thực thái) thực trạng, tình hình thực tế",9,7,3,3,,0,0
senmon,踏まえ,ふまえ,"dựa trên, căn cứ vào (踏まえる)",42,23,13,8,,0,0
senmon,北海道,ほっかいどう,(Bắc Hải Đạo) Hokkaido,11,4,11,4,,0,0
senmon,東北圏,とうほくけん,(Đông Bắc quyển) vùng Tohoku,4,2,4,2,,0,0
senmon,首都圏,しゅとけん,(thủ đô quyển) vùng thủ đô (quanh Tokyo),6,4,6,4,,0,0
senmon,北陸圏,ほくりくけん,(Bắc Lục quyển) vùng Hokuriku,4,2,4,2,,0,0
senmon,中部圏,ちゅうぶけん,(Trung Bộ quyển) vùng Chubu,7,3,7,3,,0,0
senmon,中国圏,ちゅうごくけん,(Trung Quốc quyển) vùng Chugoku (Nhật Bản),4,2,4,2,,0,0
senmon,四国圏,しこくけん,(Tứ Quốc quyển) vùng Shikoku,2,2,2,2,,0,0
senmon,九州・沖縄圏,きゅうしゅう・おきなわけん,vùng Kyushu - Okinawa,1,1,1,1,,0,0
senmon,広域,こういき,"(quảng vực) diện rộng, vùng rộng lớn",19,6,18,5,,0,0
senmon,意見聴取,いけんちょうしゅ,"(ý kiến thính thủ) lấy ý kiến, tham vấn ý kiến",3,3,3,3,,0,0
senmon,手続,てつづき,(thủ tục) thủ tục,37,14,24,8,,0,0
senmon,案,あん,"(án) phương án, dự thảo",127,30,25,9,,0,0
senmon,土砂災害,どしゃさいがい,(thổ sa tai hại) thiên tai sạt lở đất đá,25,3,20,2,,0,0
senmon,警戒,けいかい,"(cảnh giới) cảnh giác, cảnh báo",9,1,9,1,,0,0
senmon,急傾斜,きゅうけいしゃ,"(cấp khuynh tà) độ dốc lớn, sườn dốc đứng",4,4,4,4,,0,0
senmon,崩壊,ほうかい,"(băng hoại) sụp đổ, sạt lở",12,10,10,8,,0,0
senmon,土石流,どせきりゅう,(thổ thạch lưu) lũ bùn đá,23,8,23,8,,0,0
senmon,地すべり,じすべり,"trượt đất, trượt lở đất",10,4,10,4,,0,0
senmon,湛水,たんすい,"(trạm thủy) tích nước, ngập nước (hồ chứa, ruộng)",10,8,10,8,,0,0
senmon,施設,しせつ,"(thi thiết) cơ sở, công trình, thiết bị",158,20,125,11,,0,0
senmon,運用,うんよう,(vận dụng) Sự vận hành và sử dụng,17,13,6,4,,0,0
senmon,雨量指数,うりょうしすう,(vũ lượng chỉ số) chỉ số lượng mưa,1,1,1,1,,0,0
senmon,積算雨量,せきさんうりょう,(tích toán vũ lượng) lượng mưa tích lũy,1,1,1,1,,0,0
senmon,太陽光,たいようこう,(thái dương quang) ánh sáng mặt trời; điện mặt trời,24,10,6,3,,0,0
senmon,自家消費,じかしょうひ,(tự gia tiêu phí) tự tiêu thụ (điện tự sản xuất),1,1,1,1,,0,0
senmon,分散電源,ぶんさんでんげん,(phân tán điện nguyên) nguồn điện phân tán,2,2,2,2,,0,0
senmon,系統電源,けいとうでんげん,(hệ thống điện nguyên) nguồn điện lưới,2,2,2,2,,0,0
senmon,昼夜間,ちゅうやかん,"(trú dạ gian) ngày và đêm, cả ngày lẫn đêm",2,2,2,2,,0,0
senmon,大規模,だいきぼ,(đại quy mô) quy mô lớn,32,13,26,9,,0,0
senmon,未活用,みかつよう,(vị hoạt dụng) chưa được tận dụng,10,6,3,3,,0,0
senmon,廃棄物,はいきぶつ,"(phế khí vật) chất thải, phế thải",102,25,19,8,,0,0
senmon,熱利用効率,ねつりようこうりつ,(nhiệt lợi dụng hiệu suất) hiệu suất sử dụng nhiệt,3,2,3,2,,0,0
senmon,循環型,じゅんかんがた,"(tuần hoàn hình) kiểu tuần hoàn, dạng tuần hoàn (xã hội tuần hoàn tài nguyên)",53,16,23,7,,0,0
senmon,構築,こうちく,(cấu trúc) sự xây dựng,37,22,17,7,,0,0
senmon,寄与,きよ,"(kí dữ) Sự đóng góp, giúp đỡ, góp phần",38,23,6,4,,0,0
senmon,井戸,いど,"(tỉnh hộ) giếng, giếng nước",3,3,3,3,,0,0
senmon,蒸気,じょうき,(chưng khí) hơi nước,18,11,4,3,,0,0
senmon,熱水,ねっすい,(nhiệt thủy) nước nóng (địa nhiệt),3,2,3,2,,0,0
senmon,噴出,ふんしゅつ,"(phún xuất) sự phun ra, phụt ra",5,3,5,3,,0,0
senmon,流れ込み,ながれこみ,"sự chảy vào, dòng chảy đổ vào",8,3,8,3,流れ込,8,3
senmon,地点数,ちてんすう,"(địa điểm số) số địa điểm, số điểm đo",2,2,2,2,,0,0
senmon,常時,じょうじ,"(thường thời) thường xuyên, liên tục",13,9,4,3,,0,0
senmon,し得る,しうる,"có thể làm được, có khả năng xảy ra",10,7,5,5,し得,5,5
senmon,無圧,むあつ,(vô áp) không áp (dòng chảy không áp),8,5,8,5,,0,0
senmon,接続,せつぞく,"(tiếp tục) sự kết nối, đấu nối",35,18,12,9,,0,0
senmon,極端,きょくたん,"(cực đoan) cực đoan, thái quá",6,6,3,3,,0,0
senmon,堆積,たいせき,"(đôi tích) sự bồi tích, lắng đọng, trầm tích",24,10,24,10,,0,0
senmon,河川,かせん,(hà xuyên) sông ngòi,189,15,185,11,,0,0
senmon,上流,じょうりゅう,"(thượng lưu) thượng lưu, thượng nguồn",18,11,16,10,,0,0
senmon,設ける,もうける,"thiết lập, bố trí, xây dựng (công trình, quy định)",22,12,17,7,,0,0
senmon,露出,ろしゅつ,"(lộ xuất) sự lộ ra, phơi lộ",2,2,2,2,,0,0
senmon,屈曲部,くっきょくぶ,"(khuất khúc bộ) đoạn uốn cong, đoạn gấp khúc",5,4,5,4,,0,0
senmon,落差,らくさ,"(lạc sai) độ chênh cao, cột nước (thủy điện)",11,6,11,6,,0,0
senmon,性能指標,せいのうしひょう,"(tính năng chỉ tiêu) chỉ tiêu tính năng, chỉ số hiệu năng",38,7,38,7,,0,0
senmon,存する,そんする,"(tồn) tồn tại, có ở",23,16,11,6,,0,0
senmon,沿道,えんどう,"(duyên đạo) ven đường, dọc tuyến đường",9,5,9,5,,0,0
senmon,監理技術者,かんりぎじゅつしゃ,(giám lý kỹ thuật giả) kỹ sư giám sát quản lý (chức danh theo Luật xây dựng Nhật),7,4,7,4,,0,0
senmon,浸透,しんとう,"(tẩm thấu) sự thấm, thẩm thấu",102,15,96,11,,0,0
senmon,疲労破壊,ひろうはかい,(bì lao phá hoại) phá hoại mỏi,14,11,9,7,,0,0
senmon,必須,ひっす,"(tất tu) bắt buộc, thiết yếu",16,11,6,6,,0,0
senmon,路肩,ろかた,(lộ kiên) lề đường,5,4,5,4,,0,0
senmon,側帯,そくたい,(trắc đới) dải mép (dải an toàn bên cạnh làn xe),9,6,9,6,,0,0
senmon,走行面,そうこうめん,"(tẩu hành diện) mặt xe chạy, mặt đường xe chạy",2,2,2,2,,0,0
senmon,まくら木,まくらぎ,tà vẹt (đường sắt),13,4,13,4,,0,0
senmon,軌きょう,ききょう,"(quỹ khuông) khung ray (kết cấu ray + tà vẹt liên kết thành khung, 軌框)",2,2,2,2,,0,0
senmon,道床,どうしょう,"(đạo sàng) lớp balát đường ray, nền đá dăm đường sắt",10,7,10,7,,0,0
senmon,路盤,ろばん,"(lộ bàn) lớp móng đường (nằm dưới lớp mặt đường, trên 路床)",11,6,11,6,,0,0
senmon,緩和曲線,かんわきょくせん,(hoãn hòa khúc tuyến) đường cong chuyển tiếp,8,3,8,3,,0,0
senmon,挿入,そうにゅう,"(sáp nhập) sự chèn vào, cắm vào",19,9,11,6,,0,0
senmon,在来線,ざいらいせん,(tại lai tuyến) tuyến đường sắt thường (không phải shinkansen),5,3,5,3,,0,0
senmon,放物線,ほうぶつせん,(phóng vật tuyến) đường parabol,6,4,6,4,,0,0
senmon,一環,いっかん,"(nhất hoàn) một khâu, một phần (của tổng thể)",8,6,2,2,,0,0
senmon,原価,げんか,"(nguyên giá) giá vốn, giá thành",39,11,30,9,,0,0
senmon,低減,ていげん,"(đê giảm) sự giảm bớt, cắt giảm",105,27,15,8,,0,0
senmon,予算書,よさんしょ,(dự toán thư) bản dự toán ngân sách,1,1,1,1,,0,0
senmon,騒音振動,そうおんしんどう,(tao âm chấn động) tiếng ồn và rung động,2,2,2,2,,0,0
senmon,労務,ろうむ,"(lao vụ) công việc, hệ thống nhân sự",14,7,9,4,,0,0
senmon,危害,きがい,"(nguy hại) sự nguy hại, tổn hại",29,10,1,1,,0,0
senmon,整理整頓,せいりせいとん,(chỉnh lý chỉnh đốn) sắp xếp gọn gàng ngăn nắp,2,2,1,1,,0,0
senmon,検討,けんとう,"(kiểm thảo) sự xem xét, nghiên cứu cân nhắc",57,21,29,10,,0,0
senmon,徹底,てってい,"(triệt để) sự triệt để, thực hiện đến cùng",14,13,1,1,,0,0
senmon,水質汚濁,すいしつおだく,(thủy chất ô trọc) ô nhiễm chất lượng nước,15,10,13,8,,0,0
senmon,項目,こうもく,"(hạng mục) hạng mục, mục",33,16,22,7,,0,0
senmon,保全,ほぜん,"(bảo toàn) sự bảo toàn, bảo vệ duy trì",139,38,54,10,,0,0
senmon,微粒子,びりゅうし,"(vi lạp tử) hạt siêu nhỏ, hạt mịn",2,1,0,0,,0,0
senmon,浮遊,ふゆう,"(phù du) sự lơ lửng, trôi nổi",23,12,16,9,,0,0
senmon,気管支炎,きかんしえん,(khí quản chi viêm) viêm phế quản,1,1,1,1,,0,0
senmon,疾患,しっかん,"(tật hoạn) bệnh tật, bệnh lý",5,3,2,1,,0,0
senmon,上昇,じょうしょう,"(thượng thăng) sự tăng lên, dâng lên",49,22,23,11,,0,0
senmon,国連,こくれん,(quốc liên) Liên Hợp Quốc,27,17,4,3,,0,0
senmon,提唱,ていしょう,"Sự đề xướng, đề xuất",18,14,4,3,,0,0
senmon,資源循環,しげんじゅんかん,(tư nguyên tuần hoàn) tuần hoàn tài nguyên,5,3,1,1,,0,0
senmon,くい打ち,くいうち,đóng cọc,0,0,0,0,くい打,1,1
senmon,著しい,いちじるしい,"đáng kể, rõ rệt, nghiêm trọng",7,7,4,4,,0,0
senmon,政令,せいれい,(chính lệnh) nghị định của chính phủ,21,15,8,5,,0,0
senmon,総理府,そうりふ,(tổng lý phủ) Phủ Thủ tướng (cơ quan cũ của Nhật),1,1,1,1,,0,0
senmon,日数,にっすう,(nhật số) số ngày,49,11,31,5,,0,0
senmon,曜日,ようび,(diệu nhật) thứ trong tuần,4,3,2,2,,0,0
senmon,後継,こうけい,"(hậu kế) kế tục, người kế nhiệm",3,3,3,3,,0,0
senmon,全会一致,ぜんかいいっち,(toàn hội nhất trí) nhất trí toàn thể,4,4,3,3,,0,0
senmon,採択,さいたく,"(Thái trạch) Lựa chọn, thông qua",28,18,7,4,,0,0
senmon,記載,きさい,"(kí tái) sự ghi chép, viết",79,30,10,8,,0,0
senmon,援助,えんじょ,"(viện trợ) viện trợ, giúp đỡ",0,0,0,0,,0,0
senmon,副産物,ふくさんぶつ,(phó sản vật) sản phẩm phụ,3,3,2,2,,0,0
senmon,物流,ぶつりゅう,"(vật lưu) lưu thông hàng hóa, logistics",4,3,4,3,,0,0
senmon,強化,きょうか,"(cường hóa) tăng cường, gia cố",15,12,8,6,,0,0
senmon,既存,きそん,"(kí tồn) hiện có, sẵn có",7,7,3,3,,0,0
senmon,各種届出,かくしゅとどけで,(các chủng giới xuất) các loại thủ tục khai báo,2,2,2,2,,0,0
senmon,連携,れんけい,"Sự hợp tác, cộng tác",14,12,4,3,,0,0
senmon,緩和策,かんわさく,(hoãn hòa sách) biện pháp giảm nhẹ,10,7,3,3,,0,0
senmon,両輪,りょうりん,(lưỡng luân) hai bánh xe; hai yếu tố song hành,3,3,3,3,,0,0
senmon,指標,しひょう,"(chỉ tiêu) Chỉ tiêu, chỉ số",54,11,50,8,,0,0
senmon,生息,せいそく,"(sinh tức) sinh sống, cư trú (của sinh vật)",7,5,3,3,,0,0
senmon,敏感,びんかん,(mẫn cảm) nhạy cảm,1,1,1,1,,0,0
senmon,種,しゅ,"(chủng) loài, chủng loại",234,40,97,11,,0,0
senmon,選定,せんてい,"(tuyển định) lựa chọn, tuyển chọn",28,11,27,10,,0,0
senmon,分泌状況,ぶんぴつじょうきょう,"(phân tiết trạng huống) tình trạng tiết dịch, sự phân tiết",0,0,0,0,,0,0
senmon,類推,るいすい,"(loại suy) suy luận tương tự, loại suy",1,1,1,1,,0,0
senmon,推奨,すいしょう,"(suy tưởng) khuyến nghị, khuyến khích (sử dụng); tiến cử",5,4,1,1,,0,0
senmon,個別,こべつ,"(cá biệt) riêng lẻ, từng cái một",21,11,16,8,,0,0
senmon,国等,くにとう,(quốc đẳng) nhà nước và các cơ quan tương đương,5,5,3,3,,0,0
